HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL236,"Class II, all locations
Area is classified, accumulations of combustible dust or explosive clouds are observed",3.0,Airborne_dust__airborne_dust_from_cyclone_ventilation_system.png
BP109,"3.0.1 Safeties will not function - Safety Devices not providing the intended control, e.g. - emergency disconnect switch not provided.",3.0,No_emergency_shutdown_switch_at_boiler_room_door.png
BP135,3.1.1 Safeties will not function - Pressure Relief Device non functioning,4.0,SAFETY_RELIEF_VALVE_WITH_DISCHARGE_PLUGGED.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,101.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,103.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,100.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Wilmot.png
EL000,No Created Hazard Identified,0.0,electrical_log_book.png
EL000,No Created Hazard Identified,0.0,No_visible.png
EL000,No Created Hazard Identified,0.0,Condition_of__condition_of_floor_in_sorter_area_note_worker_cleaning_floor.png
EL000,No Created Hazard Identified,0.0,Clean_up.png
EL000,No Created Hazard Identified,0.0,Clean_up__clean_up_checklist_various_areas_photo_to.png
EL000,No Created Hazard Identified,0.0,Come_bustable__combustible_dust_safety_plan.png
EL000,No Created Hazard Identified,0.0,Clean_up__clean_up_log_checklist_various_areas.png
EL000,No Created Hazard Identified,0.0,DynaStar_maintenan.png
EL000,No Created Hazard Identified,0.0,Condition_of.png
EL000,No Created Hazard Identified,0.0,Blocking_of__blocking_of_cable_through_walls.png
EL000,No Created Hazard Identified,0.0,Wet_wood_chips__wet_wood_chips_on_cable_tray_covers-cleaned_regularly.png
EL000,No Created Hazard Identified,0.0,Clean_up__clean_up_checklist_for_log_area.png
EL000,No Created Hazard Identified,0.0,No_accumulat.png
EL000,No Created Hazard Identified,0.0,Fire_safety.png
EL000,No Created Hazard Identified,0.0,Blocking_and__blocking_and_ceiling_of_cables_between_floors.png
EL274,"Pools, Spas and Hot Tubs
Protection; 
GFCI not provided.",3.0,No_GFCI_for_jetted_tub.png
GA084,Relief style regulator/device terminating too close to a mechanical air inlet (Risk Registry Item GA-02),3.0,relief_vent_clearance.png
GA105,Unapproved venting material,3.0,Exhaust_pipe.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,cover_missing_on_exposed_energized_conductors_bus_4.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,cover_missing_on_exposed_energized_conductors_bus_5.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,cover_missing_on_exposed_energized_conductors_bus_3.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,cover_missing_on_exposed_energized_conductors_bus_2.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,cove_laying_on_floor_for_7_days.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,cover_missing_on_exposed_energized_conductors_bus_1.png
,,,Temperature_control.png
,,,Boiler_nameplate.png
,,,Front_boiler_.png
EL119,"Conductors
Cables, Raceways or conductors are showing signs of wear and will need to be either replaced or repaired.",2.0,Black_wire_damaged.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Non-tamper_resistant_receptacle_on_post.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,No-tamper_restant_recptacles_on_post_beside_the_garden_.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Non-tamper_resistant_receptacle_on_exterior_of_building_.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Storage_buildings.png
EL142,"Installation of electrical equipment
Residential: 
tamper-resistant receptacles have not been installed where required.",3.0,Non-tamper_resistant_receptacles_in_the_storage_buildings_and_the_shop.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,5_meters_total_unfused_service_conductor_in_combustioble_crawlspace_of_manufactured_home.png
ED047,"Wear or defects that are :
Likely to progress
Contractor is not aware of condition",3.0,Left_hand_rear_platform_steady.png
ED047,"Wear or defects that are :
Likely to progress
Contractor is not aware of condition",3.0,Improper_unengineered_car_door_clutch.png
ED047,"Wear or defects that are :
Likely to progress
Contractor is not aware of condition",3.0,Right_hand_rear_platform_steady.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Unsupported_cables.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Unprotected_feeder_.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Unapproved_equipment.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Undersized_enclosure.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Main_panel_has_no_screws_in_panel_cover_.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Unapproved_wiring.png
GA059,Underground piping entering a  building below grade (unapproved),3.0,Gas_line.png
GA059,Underground piping entering a  building below grade (unapproved),3.0,Gas_line2.png
GA088,Relief style regulator/device allowed to vent  within building/confined  space,5.0,Line_Regulator.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Panel_wet.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Panel_exposed.png
EL144,"Installation of electrical equipment
Boxes in walls or ceilings are not flush (or within 6 mm of finished surface);",4.0,Drywall_installed_prior_to_rw_inspection_.png
EL144,"Installation of electrical equipment
Boxes in walls or ceilings are not flush (or within 6 mm of finished surface);",4.0,Device_box_at_approximately_25_mils_from_surface_.png
EL149,"Installation of electrical equipment
Boxes for lighting equipment are not suitable",3.0,Ceiling_fan.png
PR036,"Suspected wear or defects that are:
Reasonably detectable by maintenance program
Unlikely to propagate",1.0,No_front_carriage_switch.png
PR036,"Suspected wear or defects that are:
Reasonably detectable by maintenance program
Unlikely to propagate",1.0,Chair_clearance_of_railing.png
EL036,"Improper installation or location of equipment, conductors, cables or raceways
Raceways or cables are not adequately supported.",2.0,Mid_span_support.png
EL086,"Continuity
Electrical or mechanical continuity for metal raceways or enclosures is not continuous",2.0,contoler_cable_support_and_disconnect_required.png
EL086,"Continuity
Electrical or mechanical continuity for metal raceways or enclosures is not continuous",2.0,PVC_box_connections.png
