"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"6617","BPVIN-683263-2016","BPV-425366-2016","10/13/2016","10/20/2016","Bill Monteith","BP","N","BPVIN","BPV Installation: Installation Assessment - Boiler","Cancelled","","","","","",1,"","2290","Goldie",NA,"Road","Lake Country","Interior","BC","V4V1G5",50.061067,-119.4384621,0,"8/17/2016","BPV - Installation","Hot Water Boiler","Closed","Combined Mechanical Contractors Ltd"
"6618","BPVOP-695370-2016","BPV-461725-2016","11/1/2016","10/20/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"11/1/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"6619","BPVOP-695374-2016","BPV-461725-2016","11/1/2016","10/20/2016","Doug Bramley","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"11/1/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Initial","Ellett Industries Limited"
"6620","BPVOP-688256-2016","BPV-354025-2016","10/20/2016","10/20/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","441","DERWENT",NA,"Place","Delta","Lower Mainland South","BC","V3M5Y9",49.1617921,-122.9474553,NA,"2/29/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Axton Incorporated"
"6621","BPVIN-657460-2016","UW-120043-2014","9/8/2016","10/20/2016","Bart Wojtkiewicz","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Cancelled","","","N/A - Not Applicable","","",2,"","1225","Clarke",NA,"Road","Qualicum Beach","Vancouver Island","BC","V9K1W3",NA,NA,NA,"5/12/2014","Unpermitted Work","BPV","Active","Long Hoh Enterprises"
"6622","BPVIN-688242-2016","BPV-454853-2016","10/20/2016","10/20/2016","Bill Monteith","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1495","HARDY",NA,"Street","Kelowna","Interior","BC","V1Y7W9",49.8858789,-119.4476101,NA,"10/20/2016","BPV � PV Application","BPV","Closed","City Of Kelowna, (Real Estate & Bldg Services)"
"6623","BPVOP-688981-2016","2276499","10/21/2016","10/20/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",2,"Checklists for Boiler Technology","1188","DERWENT",NA,"Way","Annacis Island","Lower Mainland North","BC","V3M5R1",49.166055,-122.943085,NA,"11/14/1994","BPV - Operating","Refrigeration","Active","VersaCold Logistics Services"
"6624","BPVOP-687874-2016","BPV-335578-2016","10/20/2016","10/20/2016","Grover Sharp","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","11588","KINGSTON",NA,"Street","Maple Ridge","Lower Mainland North","BC","V2X9J8",49.2133859,-122.6644624,NA,"1/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Enermax Mountain Manufacturing Ltd"
"6625","BPOP-670568-2016","BPV-405318-2015","9/23/2016","10/20/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Failed","2_Physical Inspection","","4 - Major","A double ported service valve on a 500 gallon propane tank with liquid side in use and vapour side valve closed was left unplugged. This could lead to a high pressure gas discharge if valve was vandalized possible property damage or loss of life.","Vapour side of service valve is not plugg",1,"Non-Compliances for Gas Technology","38615","107",NA,"Street","Oliver","Interior","BC","V0H1V4",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6626","BPVIN-558730-2016","UW-375839-2016","4/12/2016","10/20/2016","Grover Sharp","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Initial","2_Physical Inspection","","","","",1,"","2695","GUILFORD TOWN CENTRE",NA,"ST.","Surrey","Lower Mainland South","BC","V3R 7C",NA,NA,NA,"4/12/2016","Unpermitted Work","BPV","Initial",""
"6627","BPVIN-688305-2016","BPV-429317-2016","10/20/2016","10/20/2016","Markus Kootnikoff","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1001","Houston",NA,"Street","Merritt","Interior","BC","V1K1B8",49.2820904,-123.1177324,NA,"8/26/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Iberdrola Energy Projects Canada Corporation"
"6628","BPOP-670567-2016","BPV-405317-2015","9/23/2016","10/20/2016","Gary Eamor","BP","Y","BPOP","Propane PV on Individual Permit: Periodic Assessment","Failed","2_Physical Inspection","","4 - Major","Vapour outlet on service valve is valved off but is not plugged. Valve could be opened allowing high pressure propane gas to escape. If ignition took place this could cause a fire resulting in property loss or loss of life.","""Service valve vapour port is not plugged",1,"Non-Compliances for Gas Technology","38615","107",NA,"Street","Oliver","Interior","BC","V0H1V4",NA,NA,NA,"2/1/2016","BPV - Operating","Unfired Pressure Vessel - LPG","Active","Super Save Enterprises Ltd"
"6629","BPVOP-730486-2016","4894316","12/28/2016","10/20/2016","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","100","AMHERST",NA,"Avenue","North Vancouver","Lower Mainland North","BC","V7H1S4",49.2985706,-123.0143881,NA,"10/10/2011","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Canexus Corporation"
"6630","BPVOP-730493-2016","2259943","12/28/2016","10/20/2016","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","100","AMHERST",NA,"Avenue","North Vancouver","Lower Mainland North","BC","V7H1S4",49.2985706,-123.0143881,NA,"7/1/1985","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Canexus Corporation"
"6631","BPVIN-730497-2016","UW-485353-2016","12/28/2016","10/20/2016","Doug Bramley","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","100","AMHERST",NA,"Avenue","North Vancuver","","BC","V7H1S4",NA,NA,NA,"","","","",""
"6632","BPVOP-664176-2016","BPV-332786-2016","9/14/2016","10/20/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","39400","Governament",NA,"Road","Squamish","Lower Mainland North","BC","V8B0N8",49.719575,-123.1502522,NA,"1/8/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Combustion Solutions Inc."
"6633","BPVIN-694803-2016","BPV-461346-2016","10/31/2016","10/20/2016","Gregory Endean","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","1188","DERWENT",NA,"Way","Annacis Island","Lower Mainland North","BC","V3M5R1",49.166055,-122.943085,NA,"10/31/2016","BPV � PV Application","BPV","Closed","VersaCold Logistics Services"
"6634","BPVOP-689148-2016","2255508","10/22/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","N/A","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,147,"10/19/1994","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Brew King"
"6635","BPVOP-689040-2016","2255792","10/21/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,NA,"10/19/1994","BPV - Operating","Hot Water Boiler","Active","Brew King"
"6636","BPVOP-687901-2016","2261295","10/20/2016","10/21/2016","Bart Wojtkiewicz","BP","N","BPVOP","BPV Operating: Repair Assessment - Boiler","Initial","","","","","",1,"","4000","STAMP",NA,"Avenue","Port Alberni","Vancouver Island","BC","V9Y5J7",49.2511175,-124.8082246,NA,"10/9/1997","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Catalyst Paper Corporation"
"6637","BPVOP-689259-2016","2290697","10/23/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,159,"3/4/1996","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Praxair Canada Inc."
"6638","BPVOP-689138-2016","5151349","10/22/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Inspection Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,77,"7/9/2012","BPV - Operating","Unfired Pressure Vessel - Special","Active","Brew King"
"6639","BPVCO-686469-2016","LBP0001482","10/18/2016","10/21/2016","Bart Wojtkiewicz","BP","N","BPVCO","Boiler Pressure Vessels Contractor Audit","Passed","","","","","",NA,"","","",NA,"","","","","",0,0,NA,"","","","",""
"6640","BPVOP-729960-2016","UW-483142-2016","12/27/2016","10/21/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Compliance Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","Air flow meter instead of code required refrigerant leak detector","Could not locate any installation permit",1,"Non-Compliances for Boiler Technology","2080","Broadway",NA,"Avenue","Vancouver","Vancouver Island","BC","V6J1Z4",NA,NA,NA,"","","","",""
"6641","BPVOP-666866-2016","2260754","9/19/2016","10/21/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",2,"Checklists for Boiler Technology","375","LOW LEVEL",NA,"Road","North Vancouver","Lower Mainland North","BC","V7L1A7",49.3081383,-123.0725453,230,"7/1/1985","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Richardson International Limited (Ril)"
"6642","BPVIN-606451-2016","BPV-359905-2016","7/6/2016","10/21/2016","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","123","23",NA,"Street","North Vancouver","Lower Mainland North","BC","V7L3E2",49.3299679,-123.0712268,107,"3/9/2016","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"6643","BPVIN-687401-2016","BPV-399091-2016","10/19/2016","10/21/2016","Doug Bramley","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","231","Pender",NA,"Street","Vancouver","Lower Mainland North","BC","V6A1T8",49.2803847,-123.0988618,0,"6/15/2016","BPV - Installation","Hot Water Boiler","Active","Craftsman Mechanical Systems Inc"
"6644","BPVOP-665690-2016","2287907","9/16/2016","10/21/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","4 - Major","During the inspection of a Domestic Hot Water Tank with MAWP of 125 psig, the pressure was rised to 90 psig for an attempt to hydro. The Safety Relief Valve had no tag, but in our records showed as a 75 psig set point. It did not pop at 90 psig.","""During the inspection of a Domestic Hot",2,"Non-Compliances for Boiler Technology","4370","LORIMER",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B6",50.1203058,-122.9566888,97,"5/17/1994","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Strata Plan Lms 1148"
"6645","BPVIN-665660-2016","UW-397926-2016","9/16/2016","10/21/2016","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","0 - Compliant","","Provide a gas commisionning report as wel",2,"Non-Compliances for Boiler Technology","4370","LORIMER",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B6",50.120031,-122.9575562,NA,"6/13/2016","Unpermitted Work","BPV","Active","Whistler Resort Management Ltd."
"6646","BPVOP-593349-2016","5361922","6/13/2016","10/21/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","Upon the assessment of a Hot Water Boiler with MAWP of 160 psig, was found that the Safety Relief Valve was installed in 1993 and was overdue as per CSA B51.","""Safety Relief Valve installed in 1993!!!",1,"Non-Compliances for Boiler Technology","4370","LORIMER",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B6",50.1200457,-122.957624,97,"1/9/2013","BPV - Operating","Hot Water Boiler","Active","Hwp Whistler's Marketplace Ltd."
"6647","BPVOP-689139-2016","5151349","10/22/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,NA,"7/9/2012","BPV - Operating","Unfired Pressure Vessel - Special","Active","Brew King"
"6648","BPVIN-724064-2016","5122755","12/14/2016","10/21/2016","Robert Collins","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Failed","2_Physical Inspection","","0 - Compliant","","After the boilers, pressure vessels, and",1,"Non-Compliances for Boiler Technology","2080","BROADWAY",NA,"Avenue","Vancouver","Lower Mainland North","BC","V6J1Z6",49.2637792,-123.1520635,NA,"6/7/2012","BPV - Installation","Hot Water Boiler","Active","Phase Mechanical Systems Ltd."
"6649","BPVOP-689147-2016","2272845","10/22/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,NA,"7/7/1993","BPV - Operating","Unfired Pressure Vessel - Designated","Active","Brew King"
"6650","BPVOP-689134-2016","4342513","10/22/2016","10/21/2016","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1622","KEBET",NA,"Way","Port Coquitlam","Lower Mainland North","BC","V3C5W9",49.238347,-122.7614694,77,"4/7/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Brew King"
"6651","BPVOP-291221-2014","2285697","12/17/2014","10/21/2016","Mohd Sarker","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Failed","2_Physical Inspection","4_Mandatory","3 - Moderate","Upon assessment of Domestic Hot Water Boiler with Heating Surface (HS) of 6 square meter, MaximumAllowable Working Pressure (MAWP) of 160psig and Maximum Allowable Working Temperature (MAWT) of 250*Fahrenheit , it was determined that the lockable remote s","Upon assessment it is determined that saf",NA,"Non-Compliances for Boiler Technology","1155","HARO",NA,"Street","Vancouver","Lower Mainland North","BC","V6E1E5",49.2848167,-123.1272811,297,"7/15/1992","BPV - Operating","Hot Water Boiler","Active","Lam, Jackson"
"6652","BPVIN-683509-2016","BPV-395330-2016","10/13/2016","10/21/2016","Bart Wojtkiewicz","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - REF/PV","Failed","2_Physical Inspection","","0 - Compliant","","Only one door was available to the lower",1,"Non-Compliances for Boiler Technology","61","4",NA,"Street","Tofino","Vancouver Island","BC","V0R2Z0",NA,NA,67,"6/6/2016","BPV - Installation","Refrigeration","Active","Pope & Sons Refrigeration Ltd"
"6653","BPVIN-694488-2016","UW-447392-2016","10/31/2016","10/21/2016","Doug Bramley","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - REF/PV","Failed","","","N/A - Not Applicable","UNDER CONSTRUCTION","9TH FLOOR STEAM BOILER PIPING AND DISTRIB",4,"Non-Compliances for Boiler Technology","880","28",NA,"Avenue","Vancouver","Lower Mainland North","BC","V5Z2H6",49.2326404,-122.8177468,NA,"10/4/2016","Unpermitted Work","BPV","Active","Fred Welsh Ltd."
"6654","BPVOP-688860-2016","5366698","10/21/2016","10/21/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Cancelled","2_Physical Inspection","","0 - Compliant","","No records produced that show annual insp",2,"Non-Compliances for Boiler Technology","5247","LADNER TRUNK",NA,"Road","Ladner","Lower Mainland North","BC","V4K1W4",49.0902446,-123.0768839,NA,"1/17/2013","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Ichiban Fine Cleaning"
"6655","BPVOP-698104-2016","BPV-368695-2016","11/4/2016","10/21/2016","Ji Wang","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","30731","Simpson",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T6C7",49.046239,-122.3717398,NA,"3/21/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Accent Stainless Steel Manufacturing Ltd (Au-1035), Shop Inspections"
